gauss/kronrod,x,w
g,0.99930504173577213945690562434563631196971219167560877606280729546176465435,0.0017832807216964329472960791449719331799593472719279556695308063655858546954
g,0.99634011677195527934692450067639912320985750634022661213525221995070305682,0.004147033260562467635287535728551415313302819253684802462876366143183477669
g,0.99101337147674432073938238344330311364134944539079048522254274593781316586,0.0065044579689783628561173603999812667711317610549523400952448792575685125718
g,0.98333625388462595693129930215683111694524750662374038374648721312334261284,0.0088467598263639477230309146597306476951762660792204997984715769296110380006
g,0.9733268277899109637418535073522726680261452944551741758819139781978152257,0.011168139460131128818590493019208135072778797816827287215251362273969701225
g,0.96100879965205371891861412189715720676211461103784594944615861586239199455,0.013463047896718642598060766685955684108425771977349670818468278522198359889
g,0.94641137485840281606248149134726479527939497179523319023177897129736644022,0.015726030476024719321965995297539794426029009843156512152894393228421050216
g,0.92956917213193957582149015455922560734742701442971549759281168336124309863,0.017951715775697343085045302001119368897167357036415857297718427356924729587
g,0.91052213707850280575638066800832986101348808488836402925317237144671022346,0.020134823153530209372340316728543897089526680100791951922007234327676982821
g,0.88931544599511410585340403827285162242919446151045218931947445660848110906,0.022270173808383254159298330384155002422959290599759405145520542974491446087
g,0.86599939815409281976078338507015750241250191875824964256642795118083567131,0.024352702568710873338177550409068987649978415513378411981998568553553678708
g,0.84062929625258036275169154469587330298248982380175535392820268307559346589,0.026377469715054658671691792625225185675599330842245718449615673685302159243
g,0.81326531512279755974192333808630334069814182256559721669564851493565863461,0.028339672614259483227511305200237351981207584125754335990795518508450017571
g,0.78397235894334140761022052521376828405641412498982593341327596174768165787,0.030234657072402478867974059819548659158281397768481241636026542045969161852
g,0.75281990726053189661186377488569398555171427132208719324619877611677226396,0.032057928354851553585467504347898716966221573881398062250169407854535275399
g,0.71988185017161082684894021783194724475813800331490195262204731511844685925,0.033805161837141609391565482110725431021049926314004534667550065040032372775
g,0.68523631305423324256355837103137630193564107853967186813240427499136119766,0.035472213256882383810693146715245947948094631002410094692651484819938111365
g,0.64896547125465733985776123199340488552969043347320117287925026243660575989,0.037055128540240046040415101809583375083464945305656302174753627202809156212
g,0.61115535517239325024885297101854891869612455930797184433679766669330883747,0.038550153178615629128962496946808991012787112201718031966237885408800527132
g,0.57189564620263403428387811665918864318319100609125099322732847194189122126,0.039953741132720341386656926128336073918676950670333630111403702698157054367
g,0.5312794640198945456580139035444552474085255887341802380532680471660417784,0.041262563242623528610156297473638047739930635530547410542903477912270495118
g,0.48940314570705295747852630702192139084937329746373983733165407932403155855,0.042473515123653589007339767908817366165546648180649669731460772205524543349
g,0.4463660172534640879849477147589151892067507578262501763082606820212937627,0.043583724529323453376827860973737480922788897497118015053219392550256949902
g,0.4022701579639916036957667712601588487132652056150208082760431843129087215,0.044590558163756563060134710030944843294023799991221725643219328686194836338
g,0.3572201583376681159504426150462025316262644646409091120212370193400991774,0.045491627927418144479770996971269058887323461802399896816883408160650463762
g,0.31132287199021095615751269856015688355771535786805012699545717098581690989,0.046284796581314417295953249232261184969650307532446800777834081836469886177
g,0.26468716220876741637396417251002011798041313629509324395598954481262064295,0.046968182816210017325326285754581075199897528473812564982924088686190050018
g,0.21742364374000708414964874898882261757848583114122234863038040188568963474,0.047540165714830308662282206944223171640825251262538752158474031878473519131
g,0.16964442042399281803731362974826984419999026673437785058941787468843423578,0.047999388596458307728126179871346069954316713471493620944632393093333521462
g,0.12146281929612055447037646349224787821868363833719129404234958260069318322,0.048344762234802957169769527158017809703692550609501080629442201445249828946
g,0.072993121787799039449542941940337493244126181668778853356316332337739521725,0.048575467441503426934799066783978113687556544704929485711151676102515819309
g,0.024350292663424432508955842853715661426887109314975809163453166396056696517,0.0486909570091397203833653907347499124426286922838743305086688042456914191
k,0.99988469098611296269128716779421183693444621802052376784475687312311652295,3.1065970735312227115617409622755559321502808353129821363558523753621203723e-4
k,0.99930504173577213945690562434563631196971219167560877606280729546176465435,8.7066873564898327466063083978853704725207021979160533710033080322326937936e-4
k,0.99812650615790408072515378755994369586483759750281808959903585577595755069,0.0014859768327860755618501558937290258211529297289901020967133419066750099221
k,0.99634011677195527934692450067639912320985750634022661213525221995070305682,0.0020825338368017101794077312705849912329254629854918471543488711112931451351
k,0.99396719945502551773086264584984963750550801472509521698317939985507292968,0.0026624487229088857614716835388010166123348686787076740751086041568104512562
k,0.99101337147674432073938238344330311364134944539079048522254274593781316586,0.0032470845033178975491899769013623285585385910929712731605845586410201961753
k,0.98747022467313511441163634763823268669755317893508753318757016936274577084,0.0038394920889413508382880111073793003294304385573442996013980617701824151089
k,0.98333625388462595693129930215683111694524750662374038374648721312334261284,0.0044267359787262601364371463189780656662015872107565784828498925757011369977
k,0.9786199378066818783322929731571786489610863422553530750521885839221179464,0.0050049071773823041092926195462256882185660121201405987612798439759910905141
k,0.9733268277899109637418535073522726680261452944551741758819139781978152257,0.00558167388101050791042848758983424164709461070933022741775641114996063344
k,0.96745600846697249607163554141700015707925487742889097604771815396385282865,0.0061598080576822080918307700914795846658358368906347538385737964905397504875
k,0.96100879965205371891861412189715720676211461103784594944615861586239199455,0.0067333314640676636639623492589974881846885683123295222188443189402753060688
k,0.95399195807816194959936220440758872341309895020164616105701290282076421738,0.0072993119428576276793520476055953125185606948916694152463913037193316548953
k,0.94641137485840281606248149134726479527939497179523319023177897129736644022,0.0078615942542360300918897728301731145537484492901241399073582066086337561915
k,0.9382693089626730886550437624892432340679455372981226320122191854869936192,0.0084220197312480687116912896187550581851532623848705192320978871620965271968
k,0.92956917213193957582149015455922560734742701442971549759281168336124309863,0.0089770073576640577765121311429915695595114369492664538863498741713497452868
k,0.92031789244761697496844724555501644303206675217272490723538234970925193278,0.0095243961904300557587286217143579099773856575413118359105985465269510289526
k,0.91052213707850280575638066800832986101348808488836402925317237144671022346,0.010066460395343631507467628566558179024613703454342779412577030972173720828
k,0.90018627798889409704872369283549209528097843461789854310592784777299732334,0.010604441550386195791967917006719628458543095143653745095135710397359768385
k,0.88931544599511410585340403827285162242919446151045218931947445660848110906,0.011135887311156097288101819872190718256069007485263367699183876373670769177
k,0.87791728107753637596610783297427224381514581690931409086185768293198567778,0.011659139097142441225222554720818902582862775136772204440109902021952858237
k,0.86599939815409281976078338507015750241250191875824964256642795118083567131,0.012175668403177345046342767942879368569847100402841049127116861486930600392
k,0.85356785878735590488632081254479399505884670170772678515392967141863260267,0.012686334821221385185335487515296613702889602243173217130080716165213099607
k,0.84062929625258036275169154469587330298248982380175535392820268307559346589,0.013189323606466863608317514195390483932044845805379698070177235341337487339
k,0.82719224396727355147647992296692915680573931351347374306153893137507702722,0.013683318738688468441101762612775285847477083141323640272446778456966942811
