gauss/kronrod,x,w
g,0.99928298402912378037893614092894446107279671818624281315175615271126840018,0.001839874595577084117092445554043923852638472338840242480644268938179143365
g,0.9962240127779701086021933611463113532930769718575232978763216663916170654,0.0042785083468637618660784110826227855171274726708752114023382155682336219709
g,0.99072854689218946681089466720470345305426226535032777976683156639717250965,0.0067102917659601362519069307297288039734360285557161102437971762061618197952
g,0.98280881059372723486251140569161173920259916195620734199530573384062427667,0.0091259686763266563540586454217599548496924177883753496696743853409293802889
g,0.97248403469757002280196067857681094816497654120309783825229426366042669851,0.011519376076880041750750606148618064841588793945388983235703970478206558576
g,0.95977944975894192707035416625898896916541650316165542691431002097238381248,0.013884612616115610824866086367624434919277658253490647549069662728811586019
g,0.94472613404100980296637531962750066374458068895776698179936366138705419259,0.016215878410338338882283672975130914915815603829930900970890493908075020866
g,0.92736092062184320544703138132512156945605436106860191751711002600831308367,0.018507464460161270409260545805157963110238921417631285433568777477270737553
g,0.90772630277853155803695313291595322554779392827565820821769425337851091832,0.020753761258039090775341953421473153347813264878441821120901437972435181598
g,0.88587032850785342629029845731336987514986846948785371656042312456841470451,0.022949271004889933148942319561770505891047499919086828429204742270147945361
g,0.86184648236412371953961183943105995399653622521626831383589266763794010136,0.025088620553344986618630138068443356102353807447633572447456498107458588319
g,0.83571355431950284347180776961570545282361447758388598140006592985930021293,0.027166574359097933225189839439412726606642683986629127484564903762059970658
g,0.80753549577345676005146598636324313459419236077749630005732100696017067082,0.029178047208280526945551502154028802282940945920805426830355067718396086066
g,0.77738126299037233556333018991104275575979914204810200254119695026049537592,0.031118116622219817508215988557188582024911189532915112650972723063990492852
g,0.74532464831784741782932166103758763231460294726194072573502963183661617814,0.032982034883779341765683179672459307137794216157277855590624524327736339565
g,0.71144409958484580785143153770401487912828251178701249195340107778139063251,0.03476524064535587769718050464278815710707330249414719432367976155661782304
g,0.67582252811498609013110331596954450877981125472379970647423639886614818859,0.036463370085457289630452409787541791831832950254296511229934330076167297251
g,0.6385471058213653850003069538733764812332949246131816395615828651601769937,0.038072267584349556763638324927889218627303357254175429490592215315559950834
g,0.59970905187762523573900892686879986107116952399752914562710897100462167627,0.039587995891544093984807928149202364454194939114102438808364361925964739323
g,0.55940340948628501326769780007005469654052841560665752733698746575880395127,0.041006845759666398635110037009072350740177966212499303931598479532951378408
g,0.51772881329003324812447758452631553557737395502174835046316174601568354587,0.042325345020815822982505485403027456482843378914196375089989674621569471504
g,0.47478724799480439992221230985149474928601795896973316966711836225115911462,0.043540267083027590798964315704401139640931211928380538094130669975117351147
g,0.43068379879511160066208893391862998206648141720003732528477945292317312089,0.044648638825941395370332669516813393234100563562520333654327272726648890029
g,0.38552639421224789247761502227439815027504570543713342740705917954278405991,0.045647747876292608685885992608542522426607323938963929813865260016550252083
g,0.33942554197458440246883443159431508504391804671870448527148420145391405248,0.046535149245383696510395418746953187227822477173798421676589374874651893843
g,0.29249405858625144003615715555066692368934587193884236970604552487129800708,0.047308671312268919080604988338844062386620001972645718119849484126788841209
g,0.24484679324595336274840459392482937014834217535821483279903376694643347735,0.047966421137995131411052756195132253610684921432146580592840153914597414708
g,0.19660034679150668455762745706571769792078300580349275988855047201860717274,0.048506789097883847864090099145801582027591769247826654965044739494502379657
g,0.14787278635787196856983909655297294344146366408396302911734900665663934384,0.048928452820511989944709361549214821232525809981615268168661926155278183565
g,0.098783356446945279529703669453922103439558601178943217292233098832364686321,0.049230380423747560785043116988144587591876532819914223281124623513398625986
g,0.049452187116159627234233818051807609897755456899915946063163012003374246991,0.049411833039918178967039646116704859697728390084540969599916881955288328886
g,0,0.049472366623931020888669360420925944613532253942383267239447884700509411348
k,0.99988102133641186242846663983689244677163270417168310156802339638683227226,3.2053377151525859339667790640665162853655689210500283039042391280328555672e-4
k,0.99928298402912378037893614092894446107279671818624281315175615271126840018,8.9827079914652938343924068829494250888069225778163774336384166749670752298e-4
k,0.9980670775599299416354021611347140979411551893868863607716718807955891342,0.0015331123386843665174301668299528696703146348449577580111902223331202088599
k,0.9962240127779701086021933611463113532930769718575232978763216663916170654,0.0021486002270653027306499568093114036759735472999463238810341538220188287265
k,0.99377586537168684628557799291802906741507073900813193348117048724587074818,0.0027467920498858857264106636161235437662907308429642961543756629878407594289
k,0.99072854689218946681089466720470345305426226535032777976683156639717250965,0.0033497838740935409494285241283584316814435508252791412241515791770005062516
k,0.98707338385601341317013951607434743702801005006127125068034450770218894485,0.0039608406356272354640150117378589581430659633339445184007911217199856580064
k,0.98280881059372723486251140569161173920259916195620734199530573384062427667,0.0045665101439772325068016937835188550530074896427871464313210099775163576018
k,0.97794372421255196882460283002762675150158562962130733352638219472054515518,0.0051626070059710106814068476890245655987729328997922102718937116269174799069
k,0.97248403469757002280196067857681094816497654120309783825229426366042669851,0.0057571445741871597113534347908467114735867375041599734414659461163279519313
k,0.96642881864628197675223089998341280102577525979059748684002932725113491014,0.0063531290427586058870784349717670024655714470440417363627641334039537342375
k,0.95977944975894192707035416625898896916541650316165542691431002097238381248,0.0069442501627650993829782792143222989460019889912328817611941028232734834165
k,0.95254311418819674763144839143125122787103026773367283269330209086857268238,0.0075273019614271105834243957023845033151563992896703506952844227742065407899
k,0.94472613404100980296637531962750066374458068895776698179936366138705419259,0.0081063870451755737728349846241932364437508380544111941754662076607411635592
k,0.93633088392288975048021349257679148561769129683859110058442845053907661755,0.0086835788013207352280336177417421545220532432762387665111935979538200038475
k,0.92736092062184320544703138132512156945605436106860191751711002600831308367,0.0092550108989492994140495557283565275535824015475868836487416253726766933641
k,0.91782366686084607125430477479762219844838085763925938950914372199420479958,0.0098182475242366721529874181996742321416685213413729145547781775784913508998
k,0.90772630277853155803695313291595322554779392827565820821769425337851091832,0.010375800031658287995409416637465693436546549464839445763723876480545317487
k,0.89707340555666132149133426045288527544223090600237952748061431053333998567,0.010929149059369912135727847836827508057426826858854298339312245498481134658
k,0.88587032850785342629029845731336987514986846948785371656042312456841470451,0.011475566814030424265528355132291648373941145859848420436277187032037221709
k,0.87412528373455457505915347454193594064538151625226223192381897229651213447,0.012013111739418895090919076937356555132061499729471007438999313502356959612
k,0.86184648236412371953961183943105995399653622521626831383589266763794010136,0.012543493976133817546286247014977725521940916608341125602999646226718402551
k,0.8490402648876592568889844725748776534693271337598248902152514503150090094,0.013067825601449457598651198094710533775998801122897766493139536795977981368
k,0.83571355431950284347180776961570545282361447758388598140006592985930021293,0.013584012505162264498306899393733140226224304775902825657020796215101217601
k,0.8218755346646490629739951656772408103581644465031155105751844717521895488,0.014090443100744341737450912958480216181017097716562224412254661768155476186
k,0.80753549577345676005146598636324313459419236077749630005732100696017067082,0.014588371245041627972952894184420318396529299854313633259429277720233265748
k,0.79270129581836198707293246579749771150816091878904285798917706578771619784,0.015078673101542143233273645615026657921548233582505615538220115925003518792
k,0.77738126299037233556333018991104275575979914204810200254119695026049537592,0.015559651052161129476306795407122144658688306028638667731224956342620855047
k,0.76158559633618280294738421761014315279504378373558754219162024540233469985,0.016029926510696631611006745304641670013803108122940153548929898316817291731
k,0.74532464831784741782932166103758763231460294726194072573502963183661617814,0.016490473841014352598873747935734055226032195806437931816135570730359606877
k,0.72860761846095367845744702929555004985033424679650415461322909432472837056,0.01694201521269331514243985178840040522142924212543019313251638522464962709
k,0.71144409958484580785143153770401487912828251178701249195340107778139063251,0.017383122872774461287563040700809558273495643422153554859461918323184036466
k,0.69384528235735437357567851431824078089853687125560788694788965508630897668,0.017812591366236477715995756994746670531412301879297202394732480742259715811
k,0.67582252811498609013110331596954450877981125472379970647423639886614818859,0.018231216959942251197096546781881754882330915652272245639111833298679170025
k,0.6573862277202577368776678406151964684326694530900277139869154804349568994,0.018639621362457106107327316990175560082617222664451710233504296070021376726
k,0.6385471058213653850003069538733764812332949246131816395615828651601769937,0.019036572654601383331024480458069574098409156900332709839717929646393060122
k,0.61931728337710299577861558411164256410272122283785323468641498425221522458,0.019420999696237974679984917520787561573590679902378051623612194821437439062
k,0.59970905187762523573900892686879986107116952399752914562710897100462167627,0.019793583903748877802649482519374928754020753633424954639468021337179689124
k,0.57973385252779052680506049516862397300561553581953421163354302498708958241,0.020154883399968352501757549972911716054444749337800463188920821770463563751
k,0.55940340948628501326769780007005469654052841560665752733698746575880395127,0.020503815701976075602709533486815042072197550350158321031524370905557430158
k,0.53873068811469572200743822176617329439169803099956393110225901195102187276,0.020839417605483076801982287057266424024437303860667588369871507177329712012
k,0.51772881329003324812447758452631553557737395502174835046316174601568354587,0.021162297807721704025803641334131828891004489365527412670077988551496890188
k,0.49641013705337162404594018240631389651870287119455128448774420870645585347,0.021472977463888229399430098893387788915694593156979946797482138364657614978
k,0.47478724799480439992221230985149474928601795896973316966711836225115911462,0.021770492722071578170106731654040726249015433333284976785550353854479522906
k,0.45287385264582679313785053689603330140181552300321519386513453748347363914,0.022053969524913522171288882186190457187015092786708323864933202685127992938
k,0.43068379879511160066208893391862998206648141720003732528477945292317312089,0.022323973461106920107820542384044586903415441114469020491583415239143702659
k,0.40823020800983066970287730245404208685185389404872333080735198263607969071,0.022581008754078001312482999119326993651904118663877512633794872636079171213
k,0.38552639421224789247761502227439815027504570543713342740705917954278405991,0.022824208626195039112005850775919719490247081092479955049351933571590055557
k,0.36258668900339556911533621500258055235683407025577107439329251755721501954,0.023052774095089444704750170096005950884136408218093922555374144791584214272
k,0.33942554197458440246883443159431508504391804671870448527148420145391405248,0.023267249419065953739297285588044087335376701565753068866025241680393977719
k,0.3160566998588286493654170565183454411367923435887999733258896197971949863,0.023468137566898429627375029455049667868080494419299276857332595439593019003
k,0.29249405858625144003615715555066692368934587193884236970604552487129800708,0.023654652935275877256622788481176730748978820221856424655252980218110568212
k,0.26875244902072503340112811174649349846806836245428608535023386257756357533,0.023826060465642167300633665625653611500755990634287342725309659652364352427
k,0.24484679324595336274840459392482937014834217535821483279903376694643347735,0.023982899763562037429278230516343766898461519966275196395937332385345090004
k,0.22079131557632433912950378713208236332813250918522066904218584827392389445,0.024125685282537476675420522315657115234646814515735322716387350626263070264
k,0.19660034679150668455762745706571769792078300580349275988855047201860717274,0.02425370018445173148155612311907570576959487710225951343744804774297562096
k,0.17228908399791727878644637583902340800077775933060279499392548560870527877,0.024366263915214580380332667184994890317033413541433917080744696189449247873
k,0.14787278635787196856983909655297294344146366408396302911734900665663934384,0.024463924696937507383828435732326602616107494162722344465531649289005402329
k,0.12336600538161640950277419014545163090053451079764634955939245691618970199,0.024547219236663762535805197156057578179429077417337340957737830984500848151
k,0.098783356446945279529703669453922103439558601178943217292233098832364686321,0.024615489155355450983141577251385583234527845921899399622335114974330393146
k,0.074140264809653734157880548715219749090631723445869809266841518695185123801,0.024668099874018606723691151078000716299441389529881193593894970630603978815
k,0.049452187116159627234233818051807609897755456899915946063163012003374246991,0.024705619209279644633647765830868638017005569302153330274537884581980254557
k,0.024733849653810212120433649137229048163770634041545955970040732884939601751,0.024728615632843492687045146966415684596253466139395575768044957413415270619
k,0,0.02473648007171917108338409273947523626814477336019366929164571143551191518
