gauss/kronrod,x,w
g,0.99708748181947707405562655422310250825144533411706963079212371892665654472,0.0074708315792487758586968750322124070221508524840480396992709703286782731002
g,0.98468590966515248400246516673468471093851826951464367094572865939545995389,0.017318620790310582463157996086821141366272862767995776632755183788810154415
g,0.96250392509294966178905240410585830189721948515255837677335135702997197993,0.027009019184979421800608708091932156142356646002116645856874749847270088825
g,0.93075699789664816495694575972926351281339768725808203645533637519068294184,0.036432273912385464024392010467803442327145332047667685901419039396333407969
g,0.88976002994827104337419200898215926154359741186519094976313205592617100194,0.045493707527201102902315857894629677263552719310028964893516636121524389991
g,0.83992032014626734008690453594017835605473730107474952283136061389494682827,0.054103082424916853711666259086620042720389462596211807694007821051299903058
g,0.7817331484166249404063600201946844910954103720133988800648750627035575032,0.062174786561028426910343543686696667158728799364651315281507505331491094623
g,0.71577678458685328390597086536648595589019347616958843262810824560508627375,0.069628583235410366167756126255125710515085707397343393711072717036742691278
g,0.64270672292426034618441820323250145399169068333620675650930459647613340524,0.076390386598776616426357674901330644925756913694208654092190081646408251934
g,0.56324916140714926272094492359516142794860227316688703098576878368745538078,0.082392991761589263903823367431961770615768266556646277810383924250630866647
g,0.47819378204490248044059403935648574843952337149742312483816105099913687864,0.087576740608477876126198069695333092229258159771204251503541211969125424504
g,0.38838590160823294306135146128752010198510626789354403575781287847167807217,0.091890113893641478215362871607150125497310825379157804178485616504248704347
g,0.29471806998170161661790389767170433875285518527835855693629588223606956988,0.095290242912319512807204197487596684541324738246959022711449465928468805637
g,0.198121199335570628772412996032833937774794812161554879986802254256005206,0.097743335386328725093474010978996703835728788676095114509514644501452463147
g,0.09955531215234152032517479011894073383899535877752730606022709097726987553,0.09922501122667230787487551442861501401754321995556306978120314251546907447
g,0,0.099720544793426451427533833734349439643253411500204351485614579564092812111
k,0.99951646287922834074574434620522264915021048843429128649595375050483154133,0.0013024627126731623790049535423009960127279206036342570563523620789563675079
k,0.99708748181947707405562655422310250825144533411706963079212371892665654472,0.003647132726777458977713373714458737969901768162795116153749277687492724611
k,0.99215359093269407013264651101820316503435052802498334362021671504645968746,0.0062174417479777137938428758852914082860469794310918655432435742616517361383
k,0.98468590966515248400246516673468471093851826951464367094572865939545995389,0.0086975909334506636024363522234178641352266109902702458742437317289652678285
k,0.97478836251603252242432368128917778846238106451508516646521289325695016884,0.011090649453592384636413505431152703543928834360878764183235211449188506692
k,0.96250392509294966178905240410585830189721948515255837677335135702997197993,0.013482352500295706051203365972037966838153787053447812489030770814173226506
k,0.94781995826212750486336156481189593645069455921571994512162291132919693941,0.015882337757067343511278073336131059957680329768130765317438007251507177101
k,0.93075699789664816495694575972926351281339768725808203645533637519068294184,0.018230887045973172022331092923941520850726262090320889576062506711192946925
k,0.91138346198759297482880710344721270058178030182047958652591847458814651645,0.020505750802861033239544653829565608241040602873372665607639450722157044924
k,0.88976002994827104337419200898215926154359741186519094976313205592617100194,0.022736038640573328090339338870032391353056979026699601321379193980727998
k,0.86592260904355944983489680470100861788244394153366031514989112494843771543,0.02493093538064799508699690623370812304049793871498992194441325578796094223
k,0.83992032014626734008690453594017835605473730107474952283136061389494682827,0.027059974235899594820840747215095943232971434558843157039075724373422555565
k,0.81183107510292037794582964987503199021750635330448011785190786383013148341,0.02910516337672168430099507298813009048777429320929498485648971739966572097
k,0.7817331484166249404063600201946844910954103720133988800648750627035575032,0.031080494363083816348197308011738012185467163154720642058872043264814968534
k,0.74969091102660891198186041103382913430754290674500211255659671996387968912,0.032992186512398751198176654255950274781835694555847696760050793870176970531
k,0.71577678458685328390597086536648595589019347616958843262810824560508627375,0.034820138039250891941807955749836966239264830379669447009050404861117993702
k,0.68008368785075080687320110080103848665579491648583552495886909461998166234,0.036549942587655533670105621412826196012609283414814963146873536534976194979
k,0.64270672292426034618441820323250145399169068333620675650930459647613340524,0.038190087990940927333720120086340694149139723066985802856575228268307824326
k,0.60373148850052275857582934323620623969018612380383547484605387545043216198,0.039745421778265877847708394937114135144856972945996871929666869507109596182
k,0.56324916140714926272094492359516142794860227316688703098576878368745538078,0.041201062535189574529540480212890684797374294263132212996840337605714057817
k,0.52136680191932712114795731684461300424844356212963468893798966860848988513,0.042545196036852409219700725050190387133729037378118476731299463251254759758
k,0.47819378204490248044059403935648574843952337149742312483816105099913687864,0.043784195655173878598209456041913623886851355472161328207116264590539474299
k,0.43383168420610313417267715776859326179842252522232881788834980368543325055,0.044922646951730629725649548557141038954268699122077754421622768568154773573
k,0.38838590160823294306135146128752010198510626789354403575781287847167807217,0.045948944754028810600102406603050620380072692248966171670378379081791383237
k,0.34197468536418147576171086353481883256213018512254034346650501990317456455,0.046853267300563534251550921895578561226299219767491760501511320693878346619
k,0.29471806998170161661790389767170433875285518527835855693629588223606956988,0.047641436416032105187966698707784274197963534394701881594127997638892660278
k,0.24672863235911349954683450748877704356247109258780383141117392065845173425,0.04831850163265415438893892459288141704540156145299984088216204508308627432
k,0.198121199335570628772412996032833937774794812161554879986802254256005206,0.048875216161656699205360744642773474126615070442542465943195643480961338621
k,0.14902127365172185365181555234943822082597589407964352001516920238448512143,0.049303350032647005699370977195955739504358178749064291686974220979107205678
k,0.09955531215234152032517479011894073383899535877752730606022709097726987553,0.049609034824276536155010157134083746566229158280785692143902397183757918344
k,0.049841807833068683363141707818798035622734174102659064268901342061499746105,0.049798300516199644387365696207416398160129529404423514572546506840857845663
k,0,0.049863717193775958397153793078538683115600521323458275849761988896876397079
