gauss/kronrod,x,w
g,0.99982488794713191447360808298187417160174407532747679403876626501074296368,4.4938096029209037639429223998872265431945354410174353650636724063668140315e-4
g,0.99907745997737589501198775768353982931759050979522487546793161608594302879,0.0010458126793403487793128516001069838462905197848345237808398105208060381605
g,0.99773324862551401988215744334769938141135666689556652780202946125899345639,0.0016425030186690295387908755947980665493051121170893506308723396703687103408
g,0.99579275853498118686416120962054641674543824214791939069536524966173054618,0.0022382884309626187436220542727159032219398681061037760392348137397208853994
g,0.99325711290021293530343722108599165234822739574126264965510897422748990042,0.0028327514714579910952857346468190592620488651136600434856892787194128121719
g,0.99012781849173438333793031547196978980458407814969911218980182648348974272,0.0034255260409102157743377846601331701204580294834201801883520985015000336521
g,0.9864067427245862088712355192404874505368423920779157400220774735557269102,0.004016254983738642313194343486303099630043287487867404687343677847013808543
g,0.98209610843571853602476562989160392617714608377386414404944171305987145562,0.004604584256702955118290541980284688487367886955549523104321235111898337644
g,0.97719849146390738716537442652331750313662841932575271045730106402945527586,0.0051901618326763302050707671348494558588658077521556733426211360046380321174
g,0.97171681874713658090433836018322383512402520097084408264459691433886572771,0.0057726375428656985893346176260676394334417239386847261971230657291136808054
g,0.96565436643196526864582902658880438455569350569726814501012559497777444638,0.006351663161707188787214327826231292791641079277515076260142682099532743997
g,0.95901475785369992809891854997312507903781973737138865262768745770753494074,0.0069268925668988135634266703603287752749602770314589025188606023965754690678
g,0.95180196134126438621779630159195615934453156360704198488653985613360598899,0.0074979819256347286876719626884701648308529998423949441907272584446330586029
g,0.94402028783022018212111141790049227374426967387508600513913763364212210457,0.0080645898904860579729285986978629610593527729726799800751122716880174794153
g,0.93567438827791637578312675480141922740438698942677292413334997474930108028,0.0086263777986167497049788437819684396452137586718798798636146959047708083246
g,0.92676925087894784333462451817459114391458185542378606372761706263486640036,0.0091830098716608743344787436884266832293647098222701549198950757306959226249
g,0.91731019808096053703648358014216557628656726540979038688257585302605010427,0.009734153415006805863548266093558904725135658662329528206675045215821514033
g,0.90730288340175681392148594748914365810574761521356268128062991897001194963,0.01027947901583215713321534032638536952577788895534688684735428698248242365
g,0.89675328804915818438644739762604602375227933614135870588055756668136362634,0.010818660739503076247659646277468898739482425189168921458055421826338242941
g,0.88566771734539721740829242453243635600795475888623301251357680776225980862,0.011351376324080416693281668452537309619247260467524551358321365565111007699
